,STATENAME,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,MAN_COLLNAME,HIT_RUN,TOW_VEH,GVWRNAME,V_CONFIGNAME,CARGO_BTNAME,HAZ_INV,ROLLOVERNAME,DEFORMEDNAME,VTRAFWAYNAME,VNUM_LANNAME,VSPD_LIMNAME,VALIGNNAME,VPROFILENAME,VSURCONDNAME,ROUTENAME,RUR_URBNAME,FUNC_SYSNAME,LGT_CONDNAME,WEATHERNAME,FATALS,DRUNK_DR,INJ_SEV,INJ_SEVNAME
1174,Alabama,10561,2,3,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Dump,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,45 MPH,Straight,Uphill,Dry,State Highway,Rural,Minor Arterial,Daylight,Clear,1,0,4,Fatal Injury (K)
1184,Alabama,10569,2,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Minor Arterial,Daylight,Clear,1,0,0,No Apparent Injury (O)
1219,Alabama,10586,2,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Uphill,Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,1,3,Suspected Serious Injury (A)
1270,Alabama,10616,2,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way, Divided, Unprotected Median",Two lanes,55 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
1272,Alabama,10617,2,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Four lanes,35 MPH,Straight,Level,Dry,U.S. Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
1276,Alabama,10619,1,3,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,70 MPH,Straight,Uphill,Dry,Interstate,Rural,Interstate,Dark - Not Lighted,Clear,2,0,2,Suspected Minor Injury (B)
1279,Alabama,10619,3,3,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Pulling Trailer(s),Dump,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,70 MPH,Straight,Uphill,Dry,Interstate,Rural,Interstate,Dark - Not Lighted,Clear,2,0,4,Fatal Injury (K)
1292,Alabama,10627,3,3,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Rural,Interstate,Dark - Not Lighted,Cloudy,3,1,0,No Apparent Injury (O)
1293,Alabama,10628,1,2,1,Not Reported,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Intermodal Container Chassis,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Four lanes,60 MPH,Curve - Left,Uphill,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,4,Fatal Injury (K)
1306,Alabama,10633,1,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Log,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Uphill,Dry,State Highway,Urban,Minor Arterial,Daylight,Clear,1,0,0,No Apparent Injury (O)
1344,Alabama,10656,1,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Three lanes,50 MPH,Straight,Level,Dry,State Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
1372,Alabama,10673,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Urban,Minor Arterial,Daylight,Clear,1,0,0,No Apparent Injury (O)
1373,Alabama,10674,1,1,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,0,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Cargo Tank,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,30 MPH,Straight,Downhill,Dry,County Road,Rural,Major Collector,Daylight,Clear,1,0,4,Fatal Injury (K)
1400,Alabama,10689,2,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Minor Damage,"Two-Way, Not Divided",Four lanes,45 MPH,Straight,Level,Wet,Local Street - Municipality,Urban,Local,Daylight,Rain,1,0,0,No Apparent Injury (O)
1423,Alabama,10703,2,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Uphill,Dry,State Highway,Urban,Minor Arterial,Daylight,Clear,1,0,1,Possible Injury (C)
1457,Alabama,10719,1,3,1,Sideswipe - Same Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,County Road,Rural,Major Collector,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
1459,Alabama,10720,2,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Dump,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,County Road,Rural,Major Collector,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
1471,Alabama,10725,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Three lanes,55 MPH,Straight,Downhill,Dry,U.S. Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,1,0,No Apparent Injury (O)
1473,Alabama,10726,2,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
1495,Alabama,10736,2,3,1,Sideswipe - Same Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Minor Damage,"Two-Way, Divided, Unprotected Median",Two lanes,70 MPH,Straight,Uphill,Dry,Interstate,Rural,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
1496,Alabama,10736,3,3,2,Sideswipe - Same Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,70 MPH,Straight,Uphill,Dry,Interstate,Rural,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
1497,Alabama,10736,3,3,2,Sideswipe - Same Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,70 MPH,Straight,Uphill,Dry,Interstate,Rural,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
1523,Alabama,10749,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Pulling Trailer(s),Flatbed,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Three lanes,55 MPH,Straight,Uphill,Dry,State Highway,Rural,Minor Arterial,Daylight,Clear,1,0,0,No Apparent Injury (O)
1546,Alabama,10763,2,2,1,Rear-to-Side,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way, Divided, Unprotected Median",Two lanes,65 MPH,Straight,Downhill,Dry,State Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Cloudy,1,0,0,No Apparent Injury (O)
1555,Alabama,10768,2,2,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,2,Suspected Minor Injury (B)
1584,Alabama,10779,3,4,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way, Divided, Unprotected Median",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Rural,Interstate,Daylight,Cloudy,1,0,0,No Apparent Injury (O)
1585,Alabama,10779,4,4,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Functional Damage,"Two-Way, Divided, Unprotected Median",Two lanes,70 MPH,Straight,Level,Dry,Interstate,Rural,Interstate,Daylight,Cloudy,1,0,0,No Apparent Injury (O)
1589,Alabama,10781,3,3,2,Sideswipe - Same Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,60 MPH,Straight,Level,Dry,Interstate,Rural,Interstate,Dark - Not Lighted,Cloudy,1,0,0,No Apparent Injury (O)
1590,Alabama,10781,3,3,2,Sideswipe - Same Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,60 MPH,Straight,Level,Dry,Interstate,Rural,Interstate,Dark - Not Lighted,Cloudy,1,0,2,Suspected Minor Injury (B)
1642,Alabama,10806,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,65 MPH,Straight,Uphill,Dry,State Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Clear,1,0,2,Suspected Minor Injury (B)
1644,Alabama,10807,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,65 MPH,Straight,Level,Dry,County Road,Rural,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
1661,Alabama,10815,2,2,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Ice/Frost,State Highway,Rural,Minor Arterial,Daylight,Cloudy,1,0,2,Suspected Minor Injury (B)
1678,Alabama,10821,2,2,1,Front-to-Rear,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,No Rollover,Functional Damage,"Two-Way, Not Divided",Two lanes,65 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Daylight,Cloudy,1,1,0,No Apparent Injury (O)
1696,Alabama,10829,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Log,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,65 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Dusk,Clear,1,1,0,No Apparent Injury (O)
1787,Alabama,10864,2,2,1,Rear-to-Side,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way, Divided, Unprotected Median",Three lanes,65 MPH,Straight,Level,Wet,Interstate,Urban,Interstate,Dark - Lighted,Cloudy,1,1,0,No Apparent Injury (O)
1809,Alaska,20011,1,1,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Curve - Right,Level,Slush,State Highway,Rural,Principal Arterial - Other,Daylight,Snow,1,0,4,Fatal Injury (K)
1831,Alaska,20022,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Functional Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Downhill,Dry,State Highway,Rural,Interstate,Daylight,Cloudy,1,0,0,No Apparent Injury (O)
1837,Alaska,20026,1,1,2,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,2,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,50 MPH,Straight,Uphill,"Mud, Dirt or Gravel",State Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,4,Fatal Injury (K)
1838,Alaska,20026,1,1,2,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,2,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,50 MPH,Straight,Uphill,"Mud, Dirt or Gravel",State Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,3,Suspected Serious Injury (A)
1841,Alaska,20030,1,1,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,"Rollover, Untripped",Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Curve - Left,"Grade, Unknown Slope",Dry,State Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,4,Fatal Injury (K)
1875,Alaska,20046,2,2,1,Angle,0,0,"26,001 lbs. or more","Truck More Than 10,000 lbs, Cannot Classify",Dump,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Downhill,Snow,State Highway,Rural,Principal Arterial - Other,Daylight,Snow,1,1,0,No Apparent Injury (O)
1895,Alaska,20056,2,2,1,Front-to-Front,0,2,"26,001 lbs. or more",Truck Tractor/Double,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,65 MPH,Straight,Level,Snow,State Highway,Rural,Interstate,Dark - Not Lighted,Snow,1,1,0,No Apparent Injury (O)
1920,Alaska,20065,2,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Four lanes,35 MPH,Straight,Level,Ice/Frost,Local Street - Municipality,Urban,Principal Arterial - Other,Dark - Lighted,Blowing Snow,1,1,0,No Apparent Injury (O)
1933,Arizona,40002,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,65 MPH,Curve - Right,Level,Dry,Interstate,Urban,Interstate,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
1934,Arizona,40003,1,2,1,Sideswipe - Same Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way, Divided, Unprotected Median",Two lanes,75 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
1946,Arizona,40008,2,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Grain/ Chips/ Gravel,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Urban,Principal Arterial - Other,Dark - Not Lighted,Cloudy,1,1,2,Suspected Minor Injury (B)
1954,Arizona,40011,1,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Other,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Curve - Left,Uphill,Dry,State Highway,Rural,Major Collector,Dark - Not Lighted,Clear,1,1,0,No Apparent Injury (O)
1959,Arizona,40012,2,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,No Rollover,Functional Damage,"Two-Way, Not Divided",Three lanes,65 MPH,Straight,Level,Dry,State Highway,Rural,Minor Arterial,Daylight,Cloudy,1,0,0,No Apparent Injury (O)
1973,Arizona,40019,1,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,65 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
2004,Arizona,40030,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,65 MPH,Straight,Level,Ice/Frost,Interstate,Rural,Interstate,Dawn,Clear,1,0,2,Suspected Minor Injury (B)
2037,Arizona,40043,2,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,65 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Clear,1,0,2,Suspected Minor Injury (B)
2132,Arizona,40087,3,3,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,75 MPH,Straight,Level,Dry,Interstate,Rural,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
2148,Arizona,40094,1,1,2,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,75 MPH,Curve - Left,Downhill,Dry,Interstate,Rural,Interstate,Dark - Not Lighted,Cloudy,1,0,0,No Apparent Injury (O)
2149,Arizona,40094,1,1,2,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,75 MPH,Curve - Left,Downhill,Dry,Interstate,Rural,Interstate,Dark - Not Lighted,Cloudy,1,0,4,Fatal Injury (K)
2189,Arizona,40111,2,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way, Divided, Unprotected Median",Two lanes,75 MPH,Straight,Level,Snow,Interstate,Urban,Interstate,Daylight,Snow,1,0,0,No Apparent Injury (O)
2208,Arizona,40120,2,2,2,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,65 MPH,Straight,Level,Dry,State Highway,Rural,Minor Arterial,Daylight,Clear,1,0,0,No Apparent Injury (O)
2209,Arizona,40120,2,2,2,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,65 MPH,Straight,Level,Dry,State Highway,Rural,Minor Arterial,Daylight,Clear,1,0,0,No Apparent Injury (O)
2213,Arizona,40122,2,3,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,2,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,65 MPH,Straight,Level,Dry,U.S. Highway,Urban,Minor Arterial,Daylight,Clear,1,0,3,Suspected Serious Injury (A)
2407,Arizona,40210,1,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Disabling Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Six lanes,45 MPH,Straight,Level,Dry,Local Street - Municipality,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
2491,Arizona,40247,2,2,1,Front-to-Rear,0,0,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Garbage/Refuse,1,No Rollover,Functional Damage,"Two-Way, Divided, Unprotected Median",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
2509,Arizona,40257,1,7,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Other,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Five lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
2522,Arizona,40257,6,7,2,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Other,1,No Rollover,Minor Damage,"Two-Way,  Divided, Positive  Median Barrier",Five lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
2523,Arizona,40257,6,7,2,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Other,1,No Rollover,Minor Damage,"Two-Way,  Divided, Positive  Median Barrier",Five lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
2535,Arizona,40259,5,5,1,Sideswipe - Same Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,75 MPH,Straight,Level,Dry,Interstate,Rural,Interstate,Dark - Not Lighted,Clear,1,1,0,No Apparent Injury (O)
2565,Arizona,40275,1,1,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Cargo Tank,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,75 MPH,Curve - Right,Level,Dry,Interstate,Rural,Interstate,Daylight,Clear,1,0,4,Fatal Injury (K)
2573,Arizona,40280,1,5,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,55 MPH,Curve - Left,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,1,Possible Injury (C)
2589,Arizona,40287,2,2,2,Front-to-Rear,0,2,"26,001 lbs. or more",Truck Tractor/Double,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,1,0,No Apparent Injury (O)
2590,Arizona,40287,2,2,2,Front-to-Rear,0,2,"26,001 lbs. or more",Truck Tractor/Double,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,1,2,Suspected Minor Injury (B)
